block_position,model_coefficient,selected_die_contribution,pass_mean,new_failure_mean,class_mean_difference,absolute_selected_die_contribution
359,0.012023928,-0.005728156,100.061905,100.77231,0.71040344,0.005728156
360,0.012563381,-0.0053191073,100.18679,99.900925,-0.28586578,0.0053191073
361,0.012418482,-0.021261778,99.54688,100.54151,0.9946289,0.021261778
362,0.008787448,-0.0049238186,100.028885,100.56985,0.5409622,0.0049238186
363,0.006569697,-0.0024959797,99.90064,100.74214,0.8414993,0.0024959797
364,0.0021270558,-0.0033467,100.08588,100.5192,0.43332672,0.0033467
365,0.0026059058,-0.003185872,99.72129,100.31697,0.59568024,0.003185872
366,-0.0007956946,0.00019930652,99.71877,99.97935,0.26057434,0.00019930652
367,0.001226658,-0.0012835512,99.969345,100.38502,0.4156723,0.0012835512
368,0.0023639381,0.002592229,100.27604,100.13258,-0.1434555,0.002592229
369,0.0034067512,0.00022446223,99.74408,100.08795,0.34387207,0.00022446223
370,0.005660142,0.009370111,99.808426,100.45182,0.6433945,0.009370111
371,0.007205057,0.0037529552,100.06,100.04385,-0.016143799,0.0037529552
372,0.010568228,0.0102315275,100.03552,99.90314,-0.13238525,0.0102315275
373,0.012786242,-0.014073954,100.160934,100.43712,0.27618408,0.014073954
374,0.012332507,-0.00090925355,100.21667,100.23718,0.020515442,0.00090925355
375,0.014341015,-0.014869936,99.751915,100.28661,0.5346985,0.014869936
376,0.012692966,0.0102416985,99.888626,100.093285,0.20465851,0.0102416985
377,0.012807697,0.017169254,99.51129,100.014244,0.5029526,0.017169254
378,0.012353663,0.0016393815,100.00302,100.29246,0.28943634,0.0016393815
379,0.012090746,-0.009940159,100.056274,100.13852,0.08224487,0.009940159
380,0.010688062,-0.010428739,100.197586,100.06921,-0.12837982,0.010428739
381,0.009914286,-0.0033783086,100.29125,99.82312,-0.46813202,0.0033783086
382,0.007441583,-0.0020795662,99.945366,99.65054,-0.2948227,0.0020795662
383,0.0050271056,0.0051462916,99.72979,99.68575,-0.044036865,0.0051462916
384,0.0032117355,-0.0014587877,99.84432,99.507576,-0.33674622,0.0014587877
385,0.00249543,0.0041201254,99.58385,99.94674,0.36289215,0.0041201254
386,0.0021212746,0.0014319905,99.90405,99.63221,-0.27184296,0.0014319905
387,-0.00081729353,-0.0001197882,100.00994,100.30069,0.2907486,0.0001197882
388,0.0010561035,-0.0009210047,99.82689,100.12944,0.30255127,0.0009210047
389,-4.4274784e-05,-2.0011825e-05,100.419,100.70067,0.28166962,2.0011825e-05
390,0.003112523,-0.0018270883,100.10358,100.181625,0.078048706,0.0018270883
391,0.0036862812,-0.001276986,100.0997,100.29393,0.19422913,0.001276986
392,0.007450886,-0.0050481004,99.99596,100.33063,0.33467102,0.0050481004
393,0.0090819495,-0.025047993,99.80642,99.86508,0.058662415,0.025047993
394,0.009390903,-0.01574536,99.85105,100.035034,0.18398285,0.01574536
395,0.007844134,0.0010282479,99.81968,99.93266,0.1129837,0.0010282479
396,0.0047669243,-0.005166228,99.694885,99.89745,0.20256805,0.005166228
397,0.0031681743,0.0006370695,99.944305,99.89434,-0.049964905,0.0006370695
398,0.0017955201,-0.0019541704,99.975365,100.31962,0.34425354,0.0019541704
399,-0.0012706511,-0.0013633213,100.15261,100.30289,0.15027618,0.0013633213
400,0.00013489864,8.333486e-05,100.34694,100.19706,-0.14987946,8.333486e-05
401,-0.0014201018,-0.0006826727,100.01269,100.48966,0.4769745,0.0006826727
402,0.0039104903,0.0049616527,99.94811,100.48693,0.53881836,0.0049616527
403,0.0048933867,0.004841023,99.48472,100.151665,0.6669464,0.004841023
404,0.008608703,-0.013615208,100.22748,100.34957,0.1220932,0.013615208
405,0.009756669,0.0017828451,99.98824,100.27044,0.28219604,0.0017828451
406,0.009297548,-0.0011538079,100.07495,99.92597,-0.14897919,0.0011538079
407,0.008068755,-0.0047167116,99.86124,100.203445,0.34220886,0.0047167116
408,0.0066294,-0.0030845483,99.740364,100.308365,0.5680008,0.0030845483
409,0.008123956,-0.0017244694,99.66648,100.65031,0.9838257,0.0017244694
410,0.007546558,-0.013066818,99.9594,100.55296,0.5935669,0.013066818
411,0.0059762173,-8.8641296e-05,99.76787,100.702934,0.9350662,8.8641296e-05
412,0.0046813414,-0.016532155,99.473,100.520134,1.0471344,0.016532155
413,0.0016783464,-0.0038442556,99.469345,100.68563,1.2162857,0.0038442556
414,0.00059420924,-0.0007852228,99.83097,100.382225,0.5512543,0.0007852228
415,0.0015496816,0.00054960675,100.22328,100.81865,0.59536743,0.00054960675
416,0.00420181,-0.002583194,99.88467,100.06339,0.1787262,0.002583194
417,0.008222634,0.0031434756,99.52876,100.25472,0.7259598,0.0031434756
418,0.009911118,-0.0201174,99.78025,99.90564,0.1253891,0.0201174
419,0.011405886,0.0016929844,99.335785,100.352646,1.016861,0.0016929844
420,0.009406769,-0.010597314,100.082085,100.45719,0.3751068,0.010597314
421,0.010320049,0.014749573,99.969284,100.30595,0.3366623,0.014749573
422,0.0064470093,0.00815664,99.797264,100.10027,0.30300903,0.00815664
423,0.003863055,0.0010788356,99.96237,100.34955,0.3871765,0.0010788356
424,-0.00064345205,0.00035952596,99.74435,100.17625,0.43190002,0.00035952596
425,-0.0024433604,-0.00026500534,99.61386,100.13261,0.5187454,0.00026500534
426,-0.0028670006,-0.00047319633,99.76498,99.90096,0.13598633,0.00047319633
427,-0.001452229,-0.00028152743,99.90325,99.995766,0.09251404,0.00028152743
428,-5.068927e-05,-3.293054e-05,99.56903,100.07275,0.5037155,3.293054e-05
429,0.0013188253,-0.0003603626,99.56689,100.110374,0.54348755,0.0003603626
430,0.0025622593,-0.0008351872,99.762375,100.04716,0.2847824,0.0008351872
431,0.0043280576,-0.0066097127,99.66947,99.945015,0.2755432,0.0066097127
432,0.0044452124,-0.007678489,99.837395,99.95486,0.11746216,0.007678489
433,0.0051798807,-0.007235778,100.46832,99.951164,-0.5171585,0.007235778
434,0.0008740069,0.00012359084,100.11941,100.363846,0.24443817,0.00012359084
435,-0.0010846313,0.0015848102,100.26388,100.37995,0.11607361,0.0015848102
436,-0.005598976,-0.0018188511,100.07649,100.636246,0.5597534,0.0018188511
437,-0.006382684,0.0049539474,100.10901,99.94276,-0.16625214,0.0049539474
438,-0.00990082,-0.0015979254,99.76017,100.62715,0.8669815,0.0015979254
439,-0.009154924,-0.005670068,99.82753,100.07737,0.24983978,0.005670068
440,-0.00792342,-0.0033711242,99.85251,100.000824,0.14831543,0.0033711242
441,-0.0032547677,-0.0012470068,99.886566,100.46934,0.5827713,0.0012470068
442,-0.00038402574,-0.0006289452,99.9383,100.49786,0.5595627,0.0006289452
443,0.0039157076,-0.0035585933,99.493095,100.27501,0.78191376,0.0035585933
444,0.0061510396,-0.007955333,99.98626,100.10046,0.11419678,0.007955333
445,0.007827892,-0.008659664,99.83757,100.244576,0.4070053,0.008659664
446,0.010072421,-0.012545291,100.3971,100.37843,-0.018669128,0.012545291
447,0.01149101,-0.023311807,99.867096,100.15342,0.28632355,0.023311807
448,0.014437142,0.01969512,100.4001,100.41406,0.013961792,0.01969512
449,0.014843509,0.017050738,100.03615,100.30806,0.27191162,0.017050738
450,0.012092522,0.0141532095,100.42313,100.123825,-0.29930115,0.0141532095
451,0.012379116,0.026875623,99.92113,100.35881,0.4376831,0.026875623
452,0.01219558,0.018256975,100.141,100.536224,0.39522552,0.018256975
453,0.013009188,0.0032973373,99.714554,100.21419,0.4996338,0.0032973373
454,0.011369371,-0.010743993,99.84294,100.21555,0.372612,0.010743993
455,0.008162217,0.009744187,99.69397,100.419136,0.7251663,0.009744187
456,0.008628402,0.00681997,99.68459,100.32892,0.64432526,0.00681997
457,0.0062423917,0.0025706522,99.49095,100.35374,0.86278534,0.0025706522
458,0.005753521,0.0008215197,99.97028,99.89558,-0.07470703,0.0008215197
459,0.0049243723,0.0009846092,99.79707,100.6064,0.8093262,0.0009846092
460,0.007805967,-0.0056736423,100.03174,100.225136,0.19339752,0.0056736423
461,0.008329592,0.00075038365,100.05081,100.08596,0.03514862,0.00075038365
462,0.009122576,-0.007950267,100.10622,100.10285,-0.003364563,0.007950267
463,0.009177083,0.009980425,100.42975,99.22116,-1.2085876,0.009980425
464,0.009361837,-0.00035013625,99.97158,100.29837,0.32678986,0.00035013625
465,0.007849481,0.011061412,99.90143,99.95067,0.049240112,0.011061412
466,0.008761993,0.002870146,100.02351,100.39478,0.37126923,0.002870146
467,0.007625893,-0.0062348647,100.055916,100.48611,0.43019104,0.0062348647
468,0.0072666067,0.0036168322,99.989334,100.49786,0.50852966,0.0036168322
469,0.007358872,-0.0008953701,100.03353,99.99031,-0.04322052,0.0008953701
470,0.0069740703,0.0013288669,100.37599,99.70911,-0.6668854,0.0013288669
471,0.003877532,-0.0021448948,100.31533,100.29306,-0.022270203,0.0021448948
472,0.0038750172,0.0074959635,100.16287,100.34347,0.1805954,0.0074959635
473,0.0030034124,0.0017002426,99.93593,100.337204,0.40127563,0.0017002426
474,0.002138998,0.0019283263,99.68232,100.06928,0.3869629,0.0019283263
475,0.0029407663,0.0009883825,99.81339,100.22595,0.4125595,0.0009883825
476,0.0042678835,0.0038618715,100.32547,100.56327,0.2378006,0.0038618715
477,0.0060296627,0.0008068669,100.35709,100.69201,0.33491516,0.0008068669
478,0.0053023193,0.0007939389,99.89639,100.61508,0.71868896,0.0007939389
479,0.006569092,0.0054300576,99.692154,100.53429,0.84213257,0.0054300576
480,0.007889928,-0.006957522,99.80919,99.34999,-0.459198,0.006957522
481,0.009672996,0.007725543,99.79371,99.97105,0.17733765,0.007725543
482,0.008994256,-0.013041301,100.12374,100.051765,-0.07197571,0.013041301
483,0.011950049,-0.011664984,99.76306,99.8713,0.10823822,0.011664984
484,0.011067277,0.015380151,100.29938,100.51467,0.21529388,0.015380151
485,0.014739966,-0.0020569223,99.88241,100.38808,0.50566864,0.0020569223
486,0.010506699,-0.0020071128,100.121826,100.552185,0.4303589,0.0020071128
487,0.012978254,-0.007274489,99.812416,100.11908,0.3066635,0.007274489
488,0.0114352275,0.0022362093,99.69189,100.09804,0.40615082,0.0022362093
489,0.012598175,-0.0015576344,99.49579,100.18048,0.6846924,0.0015576344
490,0.010524693,-0.0077745,99.63213,100.267166,0.63503265,0.0077745
491,0.010186558,-0.014721412,99.75638,100.700455,0.94407654,0.014721412
492,0.0094853565,-0.00076107885,100.24632,100.457855,0.2115326,0.00076107885
493,0.007678331,0.0009178607,100.11905,99.92627,-0.19277954,0.0009178607
494,0.009354888,0.0016603336,100.08098,100.29247,0.21149445,0.0016603336
495,0.008020559,0.0013894308,99.977356,100.23963,0.2622757,0.0013894308
496,0.00871731,-0.00032025206,99.99603,99.99799,0.0019607544,0.00032025206
497,0.008416368,0.0073346267,99.829636,100.51972,0.69008636,0.0073346267
498,0.0072628697,-0.0030370434,100.06792,100.11807,0.05015564,0.0030370434
499,0.0030258165,0.00026306362,100.070274,100.44383,0.37355804,0.00026306362
500,0.003420243,-0.00017244293,99.89127,100.10199,0.21071625,0.00017244293
501,0.0030106122,0.0007317089,100.00328,99.95573,-0.047554016,0.0007317089
502,0.006015813,-0.008827335,99.97625,100.04636,0.07010651,0.008827335
503,0.0072507868,0.007122302,99.87709,100.05797,0.18087769,0.007122302
504,0.008406694,0.0055402587,99.82099,99.85912,0.038131714,0.0055402587
505,0.0063704452,0.007757173,99.6601,100.00861,0.34851074,0.007757173
506,0.005327721,0.007091659,100.32508,100.15925,-0.16583252,0.007091659
507,0.0021842641,0.00061650155,99.60589,100.00365,0.39775848,0.00061650155
508,0.002340346,-0.0018551294,100.08491,100.40489,0.31998444,0.0018551294
509,0.0015229499,-0.0018019886,99.99147,100.423676,0.4322052,0.0018019886
510,0.0025987416,-0.0034025298,100.0215,100.4954,0.47389984,0.0034025298
511,0.004635059,-0.006428338,100.07958,100.25436,0.17477417,0.006428338
512,0.008008945,0.00036019948,100.41075,100.13005,-0.28070068,0.00036019948
513,0.0059966645,-0.0046936567,100.64337,99.90593,-0.737442,0.0046936567
514,0.009268442,-0.0153505495,100.473656,100.04238,-0.4312744,0.0153505495
515,0.009649014,-0.026971921,100.611435,99.74291,-0.86852264,0.026971921
516,0.009278143,-0.029404305,100.30213,100.01855,-0.2835846,0.029404305
517,0.0101531325,-0.017295497,100.56647,99.90958,-0.65689087,0.017295497
518,0.009944032,-0.015068093,100.605156,100.2915,-0.31365967,0.015068093
519,0.011776243,-0.011484292,100.67569,99.77841,-0.89727783,0.011484292
520,0.012759326,-0.0066942363,100.51981,100.2678,-0.25201416,0.0066942363
521,0.01416249,-0.017706463,100.15748,100.19908,0.04160309,0.017706463
522,0.013247047,0.012541631,99.93021,100.553116,0.62290955,0.012541631
523,0.01361488,0.025998518,99.9906,100.264626,0.27402496,0.025998518
524,0.013126252,0.004465978,99.9848,100.72902,0.7442169,0.004465978
525,0.0114465775,0.014567719,100.05241,100.40793,0.35552216,0.014567719
526,0.008906154,-0.013204793,100.30404,100.46161,0.15756989,0.013204793
527,0.0055736946,0.00916403,100.01477,100.63356,0.6187897,0.00916403
528,0.00198857,0.000857417,100.304825,100.25734,-0.04748535,0.000857417
529,-0.0012041704,-0.00070737227,100.00916,100.307526,0.29836273,0.00070737227
530,-0.0009306422,-0.00085565774,100.063065,100.4011,0.33803558,0.00085565774
531,-0.0007411325,0.00070891593,100.339325,100.13495,-0.20437622,0.00070891593
532,0.0026846551,0.001254937,100.13881,100.38396,0.2451477,0.001254937
533,0.0058076717,-0.0011779519,99.94004,100.343796,0.4037552,0.0011779519
534,0.009966738,-0.0048651574,99.76562,99.77467,0.009056091,0.0048651574
535,0.0098271575,-0.011303089,100.40958,100.287125,-0.12245178,0.011303089
536,0.012197979,-0.0045770826,99.88664,99.98033,0.093688965,0.0045770826
537,0.012485683,-0.018334737,99.72875,100.24216,0.51340485,0.018334737
538,0.014737392,-0.014266554,99.79576,99.78364,-0.012123108,0.014266554
539,0.013838578,-0.03201082,99.98506,99.978386,-0.00667572,0.03201082
540,0.017958583,-0.0063937856,100.3647,100.39947,0.03476715,0.0063937856
541,0.01893979,-0.0075654397,100.03226,100.46138,0.42912292,0.0075654397
542,0.01866973,0.024734512,100.20564,100.74102,0.5353775,0.024734512
543,0.019669537,0.008637111,99.90606,100.250114,0.34405518,0.008637111
544,0.02126827,0.01214643,100.36279,100.462975,0.10018158,0.01214643
545,0.024559906,0.01859547,99.98374,100.14882,0.16507721,0.01859547
546,0.024040725,0.019744555,99.9423,100.46285,0.5205536,0.019744555
547,0.021959385,0.0043466105,100.1106,100.27798,0.16737366,0.0043466105
548,0.017111726,-0.030649958,99.631584,100.179596,0.5480118,0.030649958
549,0.01275427,-0.008471569,100.26073,100.41301,0.15228271,0.008471569
550,0.0073813596,-0.013258301,100.077774,100.27573,0.19795227,0.013258301
551,0.0044060433,-0.0047451244,99.94975,100.108154,0.15840149,0.0047451244
552,0.0060479683,-0.0013194536,99.96024,100.39226,0.43201447,0.0013194536
553,0.0057626367,0.001239324,100.029106,100.30562,0.27651215,0.001239324
554,0.0085907625,0.0054805973,100.10485,100.25231,0.14746094,0.0054805973
555,0.009954834,0.014115733,100.16538,100.509315,0.3439331,0.014115733
556,0.013046161,0.015111462,99.47118,99.77721,0.30602264,0.015111462
557,0.01256977,0.015346697,100.21096,100.098724,-0.11223602,0.015346697
558,0.0151226865,0.007222033,99.79705,100.23573,0.43868256,0.007222033
559,0.014260843,-0.018298222,99.97316,100.78528,0.81211853,0.018298222
560,0.014412564,0.011267384,100.079575,99.86094,-0.21863556,0.011267384
561,0.011663802,-0.010961149,100.04488,100.052414,0.0075302124,0.010961149
562,0.0068995003,-0.012554324,99.73498,100.20596,0.4709854,0.012554324
563,0.0038227844,-0.0059225485,100.14268,100.33987,0.19718933,0.0059225485
564,0.0005147703,0.0004953519,99.25575,100.06919,0.8134384,0.0004953519
565,0.00028370065,9.925554e-05,99.57827,100.004,0.42572784,9.925554e-05
566,0.0032373203,0.004474361,99.40782,100.38388,0.97605896,0.004474361
567,0.009366964,0.0071604587,99.735725,100.402016,0.6662903,0.0071604587
568,0.011622135,0.02105668,99.80192,99.99265,0.19073486,0.02105668
569,0.013757343,0.020827068,99.762436,100.394226,0.63179016,0.020827068
570,0.014673781,-0.0009482374,100.01953,100.32886,0.30932617,0.0009482374
571,0.01467373,0.0066425973,100.02433,100.21835,0.19402313,0.0066425973
572,0.013148641,0.0004382962,99.93262,100.030624,0.0980072,0.0004382962
573,0.014274622,-0.003488377,99.93305,100.29101,0.35795593,0.003488377
574,0.010856482,0.010920176,99.98876,100.19321,0.20444489,0.010920176
575,0.010034362,0.01312952,100.053406,99.63745,-0.4159546,0.01312952
576,0.008839157,-0.0019651814,100.073105,100.14458,0.07147217,0.0019651814
577,0.01151304,-0.008160431,99.777435,100.05431,0.27687836,0.008160431
578,0.011377223,0.0022617697,100.12007,99.81909,-0.3009796,0.0022617697
579,0.0127761625,0.0011613818,100.04862,100.605255,0.556633,0.0011613818
580,0.012584401,0.00030173524,100.09877,100.16238,0.06360626,0.00030173524
581,0.013526293,0.031354345,99.88425,100.207596,0.323349,0.031354345
582,0.013587226,-0.014429783,100.148346,100.12587,-0.022476196,0.014429783
583,0.0130854305,0.025082806,99.27622,100.0981,0.8218765,0.025082806
584,0.010922348,-0.0126097165,100.58555,99.987625,-0.5979233,0.0126097165
585,0.011947396,0.0016243856,99.923065,100.46814,0.54507446,0.0016243856
586,0.009509336,0.002413196,99.939926,100.0815,0.14157104,0.002413196
587,0.009259517,-0.009506262,100.01271,100.53452,0.52181244,0.009506262
588,0.009631866,-0.013913914,100.22691,100.13234,-0.094573975,0.013913914
589,0.009894359,-0.0108976755,100.33228,100.669846,0.33756256,0.0108976755
590,0.009020623,0.019900596,99.634186,99.94382,0.30963135,0.019900596
591,0.009410775,0.0111273555,99.90265,99.88847,-0.014175415,0.0111273555
592,0.009115028,0.0008650546,99.97453,99.974754,0.00022125244,0.0008650546
593,0.009392209,-0.0049437378,99.835785,100.05479,0.21900177,0.0049437378
594,0.009133716,-0.0018558084,100.08665,100.284546,0.19789886,0.0018558084
595,0.005795175,0.00092246,99.77587,100.25983,0.48395538,0.00092246
596,0.0028171,0.0019014494,99.95625,100.37182,0.4155655,0.0019014494
597,-0.0010132908,0.0014076993,100.15304,100.3006,0.14756012,0.0014076993
598,-0.00382983,0.0021509575,100.33135,100.35462,0.023269653,0.0021509575
599,-0.0047128866,0.011233611,100.13293,100.6682,0.5352707,0.011233611
600,-0.0045414604,-0.0048321155,99.72859,100.15119,0.4225998,0.0048321155
601,-0.0027746658,0.0049075447,99.80975,100.00127,0.19151306,0.0049075447
602,-0.0038763029,0.004220754,100.10895,99.705795,-0.40315247,0.004220754
603,-0.0024885675,0.00101303,99.838455,100.256226,0.4177704,0.00101303
604,-0.004419102,0.00024685607,100.077644,100.341225,0.26358032,0.00024685607
605,-0.007061494,0.014709893,99.63757,100.16275,0.525177,0.014709893
606,-0.0068441965,0.0039380305,99.8496,100.25117,0.40156555,0.0039380305
607,-0.006062626,0.0053197434,100.068825,100.27661,0.20778656,0.0053197434
608,-0.003219653,-0.0016928712,99.98432,100.101616,0.11729431,0.0016928712
609,-0.0011575521,-0.0009465117,100.21028,100.56685,0.35656738,0.0009465117
610,-0.0010032499,-0.000479818,100.31998,100.24677,-0.07320404,0.000479818
611,0.0024380109,-0.0010627826,99.78787,100.6214,0.8335266,0.0010627826
612,0.0030632922,-0.0024555547,100.11272,100.00129,-0.11142731,0.0024555547
613,0.006750998,0.009004122,99.96322,100.37986,0.41664124,0.009004122
614,0.006444836,-0.005450692,100.2398,100.34146,0.10166168,0.005450692
615,0.00566614,-0.0033773151,100.25329,100.34478,0.0914917,0.0033773151
616,0.0035447488,-0.0062103784,99.822945,100.62762,0.80467224,0.0062103784
617,0.0017385802,-0.0015867678,99.80301,100.33743,0.5344238,0.0015867678
618,0.0015934119,-0.003275566,99.67966,100.017426,0.33776855,0.003275566
619,0.0013477709,0.00048612987,99.95057,100.03006,0.07949066,0.00048612987
620,0.0024149562,8.375783e-06,99.91484,100.0929,0.17806244,8.375783e-06
621,0.0030233986,0.0032691935,99.958145,99.85517,-0.10297394,0.0032691935
622,0.003182453,0.0036602842,100.30606,100.15298,-0.1530838,0.0036602842
623,0.0026480784,0.0019052834,100.29181,100.14607,-0.1457367,0.0019052834
624,0.00069585914,0.0010866884,100.06249,100.31968,0.2571869,0.0010866884
625,0.0005726331,0.0005864085,100.037544,100.49108,0.453537,0.0005864085
626,-2.3244706e-05,-3.7697544e-05,99.892555,99.37069,-0.52186584,3.7697544e-05
627,0.0011469317,0.0017748412,100.10809,99.963715,-0.14437866,0.0017748412
628,0.004513243,0.004709581,99.93112,99.887146,-0.04397583,0.004709581
629,0.009881305,0.002259252,99.8239,100.297195,0.47329712,0.002259252
630,0.01303586,0.016047616,100.139145,100.31079,0.17164612,0.016047616
631,0.015928335,-0.01624089,100.187836,100.49079,0.30295563,0.01624089
632,0.014286027,0.018547237,99.73127,100.81611,1.0848389,0.018547237
633,0.013007068,0.00045253467,99.6286,100.49324,0.8646393,0.00045253467
634,0.010727818,0.0090068085,99.72654,100.94774,1.221199,0.0090068085
635,0.00894037,0.0037534186,100.150826,100.86438,0.7135544,0.0037534186
636,0.0067781326,-0.0044272766,99.78972,99.89853,0.108810425,0.0044272766
637,0.0050817663,0.00272494,99.9698,99.98755,0.017745972,0.00272494
638,0.004365438,-0.002351624,99.54043,99.83283,0.29240417,0.002351624
639,0.0032769493,-0.0016575573,100.12292,99.72148,-0.40143585,0.0016575573
640,0.0004907708,-9.535546e-05,99.746315,100.22804,0.4817276,9.535546e-05
641,0.0007410342,-0.000119020435,99.794685,100.38323,0.58854675,0.000119020435
642,-0.0003526471,-2.182054e-05,99.97621,100.279305,0.30309296,2.182054e-05
643,0.0013739767,0.00071292947,99.91119,100.067924,0.15673828,0.00071292947
644,0.00045164197,0.00040497322,99.78014,99.77963,-0.00051116943,0.00040497322
645,0.0013954621,0.0030441459,100.15225,100.09228,-0.05997467,0.0030441459
646,0.00087756733,0.00032460483,99.85467,100.34773,0.49306488,0.00032460483
647,0.00242244,0.003677586,99.50983,100.36551,0.8556824,0.003677586
648,0.0028495444,0.0037559709,99.99835,100.51312,0.5147705,0.0037559709
649,0.005859382,0.0053787837,99.938896,100.077194,0.13829803,0.0053787837
650,0.0058882637,0.0030880978,100.313156,100.5195,0.2063446,0.0030880978
651,0.00821524,8.733322e-05,99.85079,100.43469,0.58390045,8.733322e-05
652,0.008644325,0.003079926,100.300415,100.28846,-0.011955261,0.003079926
653,0.009656183,-0.0014585154,100.41346,100.34165,-0.07180786,0.0014585154
654,0.010969151,-0.0036081576,100.37023,100.525925,0.15569305,0.0036081576
655,0.010829274,-0.007996018,99.94523,100.44258,0.4973526,0.007996018
656,0.011477837,0.00045215542,100.35236,100.80514,0.45277405,0.00045215542
657,0.01067948,0.011518846,99.57825,100.39069,0.8124466,0.011518846
658,0.012626993,0.003036309,100.16879,100.62074,0.45195007,0.003036309
659,0.012249889,0.029329047,99.36946,99.88174,0.5122757,0.029329047
660,0.011850158,-0.0019960676,100.0881,99.93446,-0.15363312,0.0019960676
661,0.012123695,-0.00812212,100.06475,99.85491,-0.20983887,0.00812212
662,0.009567194,-0.005097875,100.2648,100.21694,-0.047859192,0.005097875
663,0.009958587,0.00943359,100.16534,100.14049,-0.024848938,0.00943359
664,0.00870335,0.0040812735,99.741104,100.27365,0.532547,0.0040812735
665,0.008752384,0.006517624,99.79385,100.29335,0.49949646,0.006517624
666,0.006370167,-0.0034546189,99.923134,100.274956,0.3518219,0.0034546189
667,0.0025044917,0.0031471592,99.64185,100.100296,0.4584427,0.0031471592
668,0.00085559406,0.00052057015,99.87933,100.25286,0.37352753,0.00052057015
669,-0.00057056703,-0.00044040973,99.65186,100.25077,0.5989075,0.00044040973
670,0.0013850466,0.0025745286,99.50394,100.46922,0.96528625,0.0025745286
671,0.0024838469,0.0013746177,100.05592,100.52755,0.47162628,0.0013746177
672,0.0024631221,-0.00010952599,99.77166,100.82072,1.049057,0.00010952599
673,0.0013092799,-0.0020767197,100.09027,100.066734,-0.023536682,0.0020767197
674,0.002810432,-0.0009767786,99.927605,100.23023,0.30262756,0.0009767786
675,0.00556296,-0.0031542254,99.69849,100.321045,0.6225586,0.0031542254
676,0.006272313,0.007527165,99.926926,100.34185,0.41492462,0.007527165
677,0.005846638,0.00492989,100.00495,100.423706,0.41875458,0.00492989
678,0.0062053557,-0.011276633,99.873886,99.9417,0.06781769,0.011276633
679,0.0038067326,0.0016597959,99.97454,100.35177,0.37722778,0.0016597959
680,0.0036811347,-0.009153816,99.879906,100.05259,0.17268372,0.009153816
681,0.0020802666,-0.00068970775,99.962105,99.86757,-0.09453583,0.00068970775
682,0.0016023157,-0.0006211131,99.96705,100.79945,0.8324051,0.0006211131
683,0.0018092159,-0.0018817589,99.55581,100.05261,0.49680328,0.0018817589
684,0.002237345,-0.00022192819,99.79054,100.121025,0.33048248,0.00022192819
685,0.007269619,-0.0041675963,99.67784,99.76782,0.08998108,0.0041675963
686,0.007971048,-0.0035566099,99.897095,100.182,0.28490448,0.0035566099
687,0.011041535,-0.013288776,99.67197,99.98507,0.31310272,0.013288776
688,0.012530601,-0.003071001,99.89404,100.43624,0.5421982,0.003071001
689,0.012925464,-0.007184282,100.06148,100.360245,0.2987671,0.007184282
690,0.012440534,-0.00507442,99.64604,100.453094,0.8070526,0.00507442
691,0.011165038,-0.008894674,100.0661,100.21176,0.1456604,0.008894674
692,0.012220661,0.010653381,100.05005,100.614494,0.5644455,0.010653381
693,0.009952564,-0.0030864773,99.67424,99.977844,0.30360413,0.0030864773
694,0.013042491,-0.0002737965,99.90854,100.09043,0.1818924,0.0002737965
695,0.013167979,-0.006610177,99.67909,100.25985,0.58075714,0.006610177
696,0.016074054,0.008531676,99.79778,100.36896,0.5711746,0.008531676
697,0.013867,0.011079974,100.13299,100.405556,0.27256775,0.011079974
698,0.014991773,0.017125268,99.93058,100.347984,0.41740417,0.017125268
699,0.013399733,-0.0049021128,100.03629,100.38279,0.34649658,0.0049021128
700,0.016351346,-0.027408415,100.2733,100.17295,-0.100349426,0.027408415
701,0.016248818,-0.020532222,99.53966,100.20728,0.6676254,0.020532222
702,0.015412783,0.0044986536,100.226814,100.30682,0.08000946,0.0044986536
703,0.016023232,0.00645663,100.04984,100.199036,0.14919281,0.00645663
704,0.016513478,-0.0079032825,99.7985,100.4735,0.67500305,0.0079032825
705,0.014617268,0.0038775103,99.81236,100.13495,0.32258606,0.0038775103
706,0.012608521,-0.015857164,99.34444,100.09826,0.7538223,0.015857164
707,0.009663853,0.0028595112,100.24624,100.13964,-0.1065979,0.0028595112
708,0.007600249,-0.0018541927,99.81535,100.0751,0.25975037,0.0018541927
709,0.007930864,0.004947499,100.31704,100.31259,-0.004447937,0.004947499
710,0.006777835,0.000515521,99.61476,100.69284,1.0780792,0.000515521
711,0.006276555,-0.002626985,99.76489,100.39619,0.63129425,0.002626985
712,0.0067643183,-0.004860235,100.15368,100.101685,-0.051994324,0.004860235
713,0.0069747637,-0.0030934287,99.75739,99.455696,-0.30169678,0.0030934287
714,0.008987109,-0.008922366,100.27959,99.77876,-0.500824,0.008922366
715,0.008812374,0.0053386185,99.92053,99.65732,-0.2632141,0.0053386185
716,0.0073301857,0.0015279369,100.42284,100.1754,-0.24743652,0.0015279369
717,0.0075494787,-0.0010448267,100.60147,99.91858,-0.68289185,0.0010448267
718,0.0067233387,0.00053529,100.37338,100.113144,-0.26023865,0.00053529
719,0.007643285,0.0047996305,99.929695,100.12231,0.1926117,0.0047996305
720,0.009746121,0.009522789,99.87801,100.37028,0.4922638,0.009522789
721,0.009940628,-0.0073646395,99.96525,99.94604,-0.019210815,0.0073646395
